Anurakti Chaturvedi,7.30332E+17,3/14/2018 18:39,"RT @ShefVaidya: So the Rohingya Muslims sneak into our country, live like leeches on our money, and have the gumption to attack our journal…",695,440,233,0.136363636,0.5
Andrew Olsen,43907144,3/14/2018 18:39,"As more news breaks, some weaponized nerve agents have been developed in the former USSR in the 1970-80s adding to… https://t.co/6nD96L0D0d",0,221,459,0.2,0.266666667
Mary O'Callaghan,276280505,3/14/2018 18:39,"RT @NRDC: Entry fees to parks like @GrandCanyonNPS and @YellowstoneNPS would more than double, up to $70, but energy companies would get di…",17,948,2039,0.25,0.25
Simon Eardley,1899936542,3/14/2018 18:39,RT @SenJohnMcCain: Important action by PM @theresa_may to hold #Putin accountable for the chemical attack in Salisbury. The United States m…,641,955,1856,0.25,0.55
thegirl20,7.34812E+17,3/14/2018 18:39,"RT @soapscoop: 9 reasons why Emmerdale is on fire right now, from Joe Tate's return to Ross Barton's acid attack https://t.co/PIuiR0roXE",24,42,40,0.285714286,0.535714286
Levi Chapman,1477780782,3/14/2018 18:39,"RT @ArfMeasures: Flight attendant: Is anyone on board a doctor?

Me: No, I'm on board a plane haha

Man having a heart attack: ok I'm ready…",66,195,175,0.3,0.4
™,193790325,3/14/2018 18:39,@barcastuff__ @Dembouz make us proud. And don't loose the ball that will give away a counter attack.,0,685,663,0.361538462,0.634615385
Red_devil_4_life,2926411807,3/14/2018 18:39,RT @LiamPaulCanning: It’s clear that Alexis Sánchez isn’t performing to the level he was at Arsenal. I don’t think we’ll see the best from…,116,244,614,0.55,0.341666667
TYF Terror Do Rio,8.54557E+17,3/14/2018 18:39,"RT @realmadriden: 🇧🇷👏 @Casemiro, more decisive than ever in attack!
➡ 3 assists
⚽ 6 goals
Relive them!  👇

https://t.co/w8MGs06uNh",32,520,272,0.78125,0.5
Joe,386331159,3/14/2018 18:39,"RT @_JakubJanda: Russia has a great friend in the UK. Jeremy Corbyn.

Labour MPs Are Furious At Jeremy Corbyn And His Spokeperson For Refus…",9,11349,6336,0.8,0.75
username,authorid,created,text,retwc,followers,friends,polarity,subjectivity
