username,authorid,created,text,retwc,followers,friends,polarity,subjectivity
#TrumpExposed,3030733178,3/14/2018 18:34,I've just posted a new blog: North Korea often provoked Trump with missile launches during his first year. Here isÉ?? https://t.co/cxZdGZ1OEj,0,1066,950,0.193181818,0.393939394
Nick Buck,3121951024,3/14/2018 18:34,I really wish I lived in the liberal delusion where you can go to Turkey Hill and buy a machine gun and a SCUD missÉ?? https://t.co/igy1XibDda,0,46,80,0.2,0.2
Doctress Neutopia,48700238,3/14/2018 18:30,Trump--the Nuclear Missile nut-- wants these. https://t.co/f6NlYrEhZN,0,54,41,0.2,0.1
Add your name,68270085,3/14/2018 18:29,@jeremyosborne81 @RobProvince There are two real electrical engineers in my immediate family; one was recruited outÉ?? https://t.co/AWUMaWoIHG,0,7313,4666,0.2,0.3
Harry Botter,7.74E+17,3/14/2018 18:35,Cornelius Fudge is exactly analagous to the Cuban Missile Crisis,0,3,0,0.25,0.25
EL2,8.86E+17,3/14/2018 18:34,RT @realDonaldTrump: In the first hours after hearing that North KoreaÉ??s leader wanted to meet with me to talk denuclearization and that miÉ??,21566,186,1207,0.25,0.333333333
tia,7.50E+17,3/14/2018 18:32,RT @BillRatchet: incredible. in only 6 minutes i walked out of walmart with my brand new FGM-148 Javelin American made man-portable fire-anÉ??,476,158,157,0.259090909,0.588636364
Nick Rainone,3880611497,3/14/2018 18:32,RT @BillRatchet: incredible. in only 6 minutes i walked out of walmart with my brand new FGM-148 Javelin American made man-portable fire-anÉ??,476,169,147,0.259090909,0.588636364
Jerry,2392347653,3/14/2018 18:30,RT @BillRatchet: incredible. in only 6 minutes i walked out of walmart with my brand new FGM-148 Javelin American made man-portable fire-anÉ??,476,16,88,0.259090909,0.588636364
SnapLap,2982642861,3/14/2018 18:29,"#AricAlmirola has one victory in the Sprint Cup Series (2014 Coke Zero 400 at Daytona), two wins in the Busch/XfiniÉ?? https://t.co/QhuLOJjyfv",0,2863,4976,0.3,0.2
Maisie B,8.23E+17,3/14/2018 18:38,RT @AmbJohnBolton: The number of countries that might quickly become nuclear-weapon states is limitless if #NorthKorea is prepared to sellÉ??,92,657,138,0.333333333,0.5
Dartman. Freedoms Safest Place.,459765878,3/14/2018 18:38,RT @AmbJohnBolton: The number of countries that might quickly become nuclear-weapon states is limitless if #NorthKorea is prepared to sellÉ??,92,5123,5555,0.333333333,0.5
Pat Nicole,312387472,3/14/2018 18:37,RT @AmbJohnBolton: The number of countries that might quickly become nuclear-weapon states is limitless if #NorthKorea is prepared to sellÉ??,92,172,81,0.333333333,0.5
Janice Smith,40325091,3/14/2018 18:33,RT @Boyd_2650: Debbie Lesko is running in a special election in district 8 in Arizona to be held April 24th. She has been a state lawmakerÉ??,241,988,529,0.357142857,0.571428571
Hondo Santana,8.24E+17,3/14/2018 18:29,RT @Boyd_2650: Debbie Lesko is running in a special election in district 8 in Arizona to be held April 24th. She has been a state lawmakerÉ??,241,145,117,0.357142857,0.571428571
